org,num_language,num_speech,num_vision,num_multimodal,num_3d,num_protein,num_vector,num_embodied,downloads_language,downloads_speech,downloads_vision,downloads_multimodal,downloads_3d,downloads_protein,downloads_vector,downloads_embodied,descendants,likes,issue,num_adapted_chips,score,rank,delta rank
BAAI,0.109375,0.0,0.015873015873015872,0.23636363636363636,0.14285714285714285,0.0,0.30097087378640774,0.8,0.0022293368241655923,0.0,0.00013182070667265631,0.0025694238228478306,0.0004439938029801116,0.0,0.15841969101745415,0.9598459845984598,0.013921202914992213,0.11291290611163328,0.11328510358434725,1.0,0.19845995661318777,6,-3.0
ShanghaiAILab,0.16071428571428573,0.0,0.1164021164021164,1.0,0.0,0.2222222222222222,0.0,0.0,0.008008951937655542,0.0,0.010794567432641823,0.11059545057976354,0.0,0.00022971850354329174,0.0,0.0,0.009998654027342473,0.09062701711076132,0.14123643538309766,0.25,0.10604147096567149,11,-2.0
Baidu,0.046875,0.0,0.23809523809523808,0.06060606060606061,0.0,0.0,0.0,0.0,0.021617882282899344,0.0,0.042256684666891454,0.011125799709350213,0.0,0.0,0.0,0.0,0.0014517276520468398,0.00917254577779791,0.023018743834265044,0.5,0.04771098413122747,16,-1.0
Baichuan,0.03794642857142857,0.0,0.0,0.024242424242424242,0.0,0.0,0.0,0.0,0.003965539679620377,0.0,0.0,3.682434645368416e-05,0.0,0.0,0.0,0.0,0.0006537581479416232,0.041967227966072905,0.04554422887208155,0.25,0.020217821591301147,26,-2.0
Zhipu,0.16517857142857142,0.018867924528301886,0.021164021164021163,0.18181818181818182,0.0,0.0,0.0,0.0,0.026929804459550212,0.006502442954696528,0.009889684684637662,0.03092677365384742,0.0,0.0,0.0,0.0,0.004922414290383987,0.2349417373481151,0.2249260111805327,0.25,0.05880337837554199,15,-2.0
Ali,0.7723214285714286,0.7044025157232704,0.5238095238095238,0.5212121212121212,0.2857142857142857,0.0,0.2815533980582524,0.0,1.0,1.0,0.18031112470494026,0.4201227078779799,0.0010863678158024007,0.0,0.0636487599619297,0.0,1.0,1.0,1.0,0.25,0.4502091116724768,2,0.0
Huawei,0.011160714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001374907737522395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.884227123271867e-05,5.6620652949369815e-05,0.001644195988161789,0.5,0.02565139319859052,23,-2.0
LMSYS,0.06919642857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673883350832405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007066356452016075,0.040540387511748786,0.031404143373890164,0.25,0.020247307470870383,25,-2.0
Falcon,0.12723214285714285,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.009221163981218675,0.0,0.0,3.0271811923229697e-05,0.0,0.0,0.0,0.0,0.01275789797527256,0.10147553421586057,0.11821769154883262,0.25,0.03124976542254283,22,-3.0
EleutherAI,0.19866071428571427,0.0,0.0,0.0,0.0,0.1111111111111111,0.009708737864077669,0.0,0.020036524408552456,0.0,0.0,0.0,0.0,0.0045586840316593265,3.591172472646419e-07,0.0,0.029736381640932952,0.05009795372960241,0.04685958566261098,0.25,0.03603850259257542,21,-1.0
Meta,0.296875,1.0,1.0,0.18787878787878787,0.5714285714285714,0.8888888888888888,0.04854368932038835,0.0,0.6493140874976999,0.16428235429289997,0.49224218032956685,0.0669383141033275,1.0,1.0,0.05616196646416736,0.0,0.29343165343126887,0.801170915102993,0.7592897073331141,0.5,0.48882230580358377,1,0.0
Google,0.359375,0.025157232704402517,0.2962962962962963,0.5393939393939394,0.0,0.0,0.038834951456310676,0.0,0.33378782861191414,8.35630986859852e-05,1.0,0.26795844948093495,0.0,0.0,0.00025208649537796076,0.0,0.4530543965235449,0.3822913245835551,0.37487668530088786,0.5,0.2285680876972925,4,1.0
Deepseek,0.14508928571428573,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.20071129524410455,0.0,0.0,0.019451827078883023,0.0,0.0,0.0,0.0,0.05154113869286827,0.5673049701609159,0.2928313054916146,0.25,0.07967982445246694,12,-1.0
OpenBMB,0.12053571428571429,0.0,0.0,0.21212121212121213,0.0,0.0,0.019417475728155338,0.0,0.010335773365385294,0.0,0.0,0.01246868780491866,0.0,0.0,6.809415496210326e-06,0.0,0.0021150998903993693,0.11253920980216744,0.10062479447550148,0.25,0.0420082388444475,18,0.0
01-AI,0.05803571428571429,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.003623222036738473,0.0,0.0,6.956457891920835e-06,0.0,0.0,0.0,0.0,0.010219778106793316,0.051388904616848044,0.04570864847089773,0.25,0.021555221804804795,24,-2.0
Ai2,1.0,0.0,0.015873015873015872,0.05454545454545454,0.0,0.0,0.0970873786407767,0.8,0.009830479645942294,0.0,0.004363247992619433,0.006939672632233232,0.0,0.0,0.002312390485641574,0.4275302530253025,0.010450516276655065,0.06073131235349406,0.09043077934889839,0.25,0.1415047250410017,7,7.0
OpenAI,0.004464285714285714,0.0,0.026455026455026454,0.09696969696969697,0.2857142857142857,0.0,0.0,0.0,0.17713148735429457,0.0,0.0004446991547584375,1.0,0.010155177408587658,0.0,0.0,0.0,0.08700751821870133,0.24825891492180688,0.18809602104570866,0.25,0.11873485564785762,10,0.0
Nvidia,0.3125,0.6037735849056604,0.4074074074074074,0.2,0.42857142857142855,0.3333333333333333,0.0970873786407767,1.0,0.01490215820375808,0.08584700930013726,0.06779191559206403,0.029933660749122102,0.0012091746123713677,4.672381412387039e-05,0.0009700792763754319,1.0,0.019545445805372354,0.1988970296805463,0.19500164419598817,0.25,0.26234089870442334,3,1.0
Microsoft,0.22098214285714285,0.12578616352201258,0.3386243386243386,0.4727272727272727,0.2857142857142857,1.0,0.0,0.0,0.1259418586536113,0.03385212108861291,0.34719613935252314,0.14885953697502108,0.042711574068242796,0.00011900879121426313,0.0,0.0,0.10183244563231873,0.43593373118778805,0.3822755672476159,0.25,0.21562780932210002,5,1.0
Apple,0.029017857142857144,0.0,0.18518518518518517,0.15151515151515152,0.0,0.0,0.0,0.0,0.006230470337239914,0.0,0.08171265776873997,0.014924295000579967,0.0,0.0,0.0,0.0,0.002067029438344838,0.045851404758399675,0.05771127918447879,0.25,0.041210766516548855,19,-3.0
HuggingFace,0.14285714285714285,0.0,0.005291005291005291,0.07878787878787878,0.0,0.0,0.0,0.0,0.041365302715002286,0.0,0.00012457143771793478,0.01597765980672402,0.0,0.0,0.0,0.0,0.03873517026554118,0.10366109141970625,0.10078921407431767,0.25,0.03887945183275181,20,-3.0
Princeton NLP,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001752745428963024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071817255369469495,0.006103706387942066,0.01808615586977968,0.25,0.018843716661181585,28,-3.0
UKP Lab,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0025002407271033406,0.0,0.0,1.0,0.0,0.018670563577979887,0.10182658226414668,0.09487010851693523,0.25,0.12369640505733856,9,-1.0
Tencent,0.078125,0.006289308176100629,0.09523809523809523,0.07878787878787878,1.0,0.0,0.019417475728155338,0.0,0.0005895117988466742,2.4345851191656444e-05,0.002898431710552581,0.0012471133785274206,0.806922524655826,0.0,1.9820509608644658e-06,0.0,0.003172649835599054,0.13693138709275596,0.07218020388030254,0.25,0.12759129540923958,8,-1.0
ByteDance,0.05357142857142857,0.0,0.026455026455026454,0.10909090909090909,0.5714285714285714,0.0,0.0,0.0,0.006455927463072984,0.0,0.0010629748053687274,0.010674617314592277,0.006259997732797602,0.0,0.0,0.0,0.00282654258080643,0.11785022704881833,0.07661953304833936,0.5,0.07411478777698657,13,-1.0
MistralAI,0.06696428571428571,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.05313374263388789,0.0,0.0,0.011109238851530092,0.0,0.0,0.0,0.0,0.10570692406791393,0.35621185183507537,0.3030253206182177,0.25,0.05882271970119705,14,
StanfordNLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0125,32,
Moonshot,0.013392857142857142,0.0,0.005291005291005291,0.030303030303030304,0.0,0.0,0.0,0.0,0.009797955264129486,0.0,1.136685372100336e-05,0.005242431547725038,0.0,0.0,0.0,0.0,0.0011440767588978408,0.0534951929065646,0.028937849391647483,0.25,0.01988078827297891,27,
MLFoundations,0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001650863245643773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014421135616359337,0.00028310326474684905,0.0006576783952647156,0.25,0.01267411110989412,31,
Salesforce,0.11830357142857142,0.0,0.0,0.15151515151515152,0.0,0.0,0.06796116504854369,0.0,0.024683526623442194,0.0,0.0,0.11005791834639879,0.0,0.0,0.001222124335147939,0.0,0.005374276539696579,0.07135334684679584,0.09782966129562644,0.25,0.04491503709896873,17,
Meituan,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005622261445944588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.807045205453112e-05,0.00588854790673446,0.006905623150279513,0.25,0.013616651954111719,30,
Xiaomi,0.011160714285714286,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0006310379378762762,0.0,0.0,0.0024908382888558732,0.0,0.0,0.0,0.0,7.69127232872498e-05,0.00871958055420295,0.008220979940808944,0.25,0.015883185004719098,29,
